id	category	name
uuid:3647a98d-5e7c-5640-b404-0da2a7216c3c	biolink:Gene	CA10
uuid:eacd699d-a6de-5e4e-83c5-23bcc4051a95	biolink:Gene	COL11A1
uuid:40af58ab-4850-5fc6-813b-1cf3d69deef4	biolink:Gene	PAK3
uuid:cbef90de-c824-5f90-8c55-f300854fe04f	biolink:Gene	SCAI
uuid:259093e8-9553-5152-8ebc-7dcbe2fe1b43	biolink:Gene	TMEM132C
uuid:c9abcb17-57d8-5464-932f-725788ab9f62	biolink:Gene	EIF5B
uuid:278fcaed-1f24-587c-b2dc-37fd67a959d1	biolink:Gene	SAMD4A
uuid:0ee9e459-9b70-570d-b32d-a737012f214a	biolink:Gene	LRP1B
uuid:d979be2d-b9fa-54b7-8c1b-d832347fccbd	biolink:Gene	DNM3
uuid:51a02c69-269d-5ad1-9faa-f499511842f7	biolink:Gene	LRRTM4
uuid:9057ceb0-7dee-5cd2-a206-273f60e22ef0	biolink:Gene	ATRNL1
uuid:4fc2d96e-1441-5c81-bd1d-9cfef340d0cd	biolink:Gene	NMNAT3
uuid:77a287f3-5f25-5bb2-8586-72a7d0699e5b	biolink:Gene	NRXN1
uuid:f9787ebd-932d-55b9-ad09-f492b5a224da	biolink:Gene	FGF12
uuid:67cc5928-c8f0-58a4-9327-a5095263c750	biolink:Gene	PEG3
uuid:978310f5-409b-5f02-9e93-b0a9f4aadbea	biolink:Gene	PRRC2C
uuid:80fc2553-43d1-5851-a7a4-6836195b9005	biolink:Gene	GRID2
uuid:2ae637e4-6fc0-5ddb-9fe9-ca16ff7fa0a4	biolink:Gene	SAMD12
uuid:9997082d-cf04-5c1a-9f3d-c6f9ad065873	biolink:Gene	GPR107
uuid:79df022b-c1ff-5142-8595-559cac00c306	biolink:Gene	ADAM23
uuid:fb7447d2-e109-57c6-8ecf-ade6aec1aeef	biolink:Gene	DLG1
uuid:685b676e-0afd-5d38-ad35-06562ed65d70	biolink:Gene	DCAF10
uuid:b8c10295-77eb-5d41-8349-2c0891bedeee	biolink:Gene	OFD1
uuid:58bc980e-a949-5c9f-8abf-e17107d8a96c	biolink:Gene	KTN1
uuid:ca8095f9-32a8-5dbb-9ac4-e55f63db81c7	biolink:Gene	UBE3C
uuid:fad51ea5-a489-55e8-b06b-bdaa7005df8d	biolink:Gene	PIGZ
uuid:8eb39029-e7c4-5846-8a25-bd4a7e469516	biolink:Gene	CHD7
uuid:3af68f44-bff6-57c3-b2fe-9785f52cabf0	biolink:Gene	VPS54
uuid:93845f33-ae61-53e0-9f4c-0a04176a36f6	biolink:Gene	PTPRD
uuid:f1206274-3c88-597e-b7fa-34aab63db59c	biolink:Gene	NRXN3
uuid:c7e13471-8e4f-5f85-ab8f-897e81840f88	biolink:Gene	PPM1K
uuid:c1c3d75b-11f4-5de6-acb0-5cdc2127a054	biolink:Gene	BDP1
uuid:91177391-fb75-5fa3-a0e6-e01475429acf	biolink:Gene	HECW1
uuid:53e86f44-f719-52f0-8e59-62a6a5b65953	biolink:Gene	LINC02987
uuid:e686a04d-77ae-5ad3-9054-025cbe77e784	biolink:Gene	NLGN1
uuid:04ce6545-cca7-5b5a-99a4-849c466c2dc1	biolink:Gene	PDZD2
uuid:c42f14d2-0279-5f65-b4ab-9197ec1d19e9	biolink:Gene	MIA3
uuid:a41ba83c-dec0-5349-8467-9984cb3af600	biolink:Gene	NTM
uuid:902b3670-434a-5d80-8ee9-bbf2564b1ca7	biolink:Gene	PDE8A
uuid:ae8873a0-fe00-5b45-aaf1-ea0979f7aed7	biolink:Gene	SRRM2
uuid:5c17b36f-a25c-57c5-bcc3-3556b41a777c	biolink:Gene	TBL1X
uuid:2f5e70a3-349d-5c25-9b7f-89d3d1921370	biolink:Gene	MAP4
uuid:616182c0-3f42-5530-b17d-f47b0e16a529	biolink:Gene	USP47
uuid:ba97bc95-f4d1-59b5-8943-8c51b341a16e	biolink:Gene	BOD1L1
uuid:7c1d06ae-7efe-5273-9630-3643a9e79b01	biolink:Gene	SPOCK1
uuid:f7201c0f-3db5-57ed-84f3-5185b1bb7a4b	biolink:Gene	GNG7
uuid:faf8ebd6-50fc-5321-8e56-d6ad8668747e	biolink:Gene	ZBTB20
uuid:d64f7a89-c3bb-5abf-9bd0-13b434a6768a	biolink:Gene	MSL2
uuid:0db48826-80ea-57a9-bda3-8167995ec683	biolink:Gene	PCDH7
uuid:8193b5e4-b1b9-590b-96ce-7eb39f85aab5	biolink:Gene	ASTN2
uuid:5eabe434-a5b5-5308-bfaa-44ae5ce0019e	biolink:Gene	IL1RAPL1
uuid:9a8a16ca-ee51-5f38-862b-9e4014d3bdce	biolink:Gene	NCAM1
uuid:2c2247ef-91d9-5a9d-9602-35166601e085	biolink:Gene	PPP2R2B
uuid:90fa1964-c446-5495-90ae-0645545a1ea3	biolink:Gene	APBB2
uuid:3c420cae-036c-5b6f-b7c0-dbb9d48a21a8	biolink:Gene	ENSG00000225113
uuid:2958a76c-d022-59ce-9b4a-0b9dd559331b	biolink:Gene	NTRK3
uuid:c37fa47d-b8d2-5b6c-a530-29bca188c78c	biolink:Gene	DMD
uuid:880a92b2-fa58-5cbf-ae21-3333dd692115	biolink:Gene	USP8
uuid:7f17c4cc-21c6-5d97-8a18-0f4db581a46e	biolink:Gene	MYO18A
uuid:3f247bbf-2157-59a0-bac0-b431a05c81ea	biolink:Gene	AGAP1
uuid:afbfc12a-457c-5db8-9f0c-58b940efd146	biolink:Gene	SUGT1
uuid:e416f86f-dc52-5d80-9a7d-ee3b3e836e50	biolink:Gene	WARS2-AS1
uuid:1c8b80f7-d5f7-5bd9-b26c-8e6ad8ee319e	biolink:Gene	GPBP1
uuid:b0ef60e9-3a5c-5f68-be8b-0512f497d957	biolink:Gene	MCF2L2
uuid:a8f47548-4456-54b8-a7fc-6184f58c7fc7	biolink:Gene	MBD5
uuid:0f82da33-7a0f-50ac-836b-488850038111	biolink:Gene	UPF3A
uuid:9fc439be-b67b-59a9-85d4-6c7e4c5d1a2d	biolink:Gene	SOX2-OT
uuid:ed62e216-26b2-5090-9473-dca543388e69	biolink:Gene	RNF169
uuid:0703a762-6275-5246-93dd-4cd234d5ec6a	biolink:Gene	FRMD4A
uuid:41c61605-c24f-53cb-ac9d-fa1100c70f38	biolink:Gene	LINC02798
uuid:353c2c38-0640-599a-962f-cf783e6a2035	biolink:Gene	DOCK4
uuid:c6d3a648-a4f2-5d1e-8c5e-e3c569789e07	biolink:Gene	UBE2E2
uuid:cfb34c73-6e35-5c26-86d9-4b897efea0a7	biolink:Gene	INPP5D
uuid:7d12704c-3996-5f60-aef6-bf5d765d64a5	biolink:Gene	PTPRJ
uuid:ceb348d8-b27e-53c3-8cf8-dcd9b4bf9af2	biolink:Gene	ARHGAP24
uuid:ee7d51de-5ea7-5d5e-814a-1f0690535743	biolink:Gene	SSH2
uuid:3490dcc2-01fa-5ee3-9b19-12b14a3ac968	biolink:Gene	ABR
uuid:7afe6f75-776d-5963-9f1f-139fadab6a41	biolink:Gene	CCNY
uuid:ade720dc-4803-51e5-a2d1-941205988fe1	biolink:Gene	CTNND1
uuid:4d117d09-1d92-5196-a724-0d846d942274	biolink:Gene	DOCK8
uuid:da33020d-a3b1-5141-961c-ce873b023218	biolink:Gene	AOAH
uuid:be7a2439-829d-5da3-b9ab-2711813650a1	biolink:Gene	MON2
uuid:fd644112-5c37-56a0-a5e9-a2242bddb211	biolink:Gene	SENP7
uuid:2adecb2b-5897-5a67-b9e8-a4e9b861cf89	biolink:Gene	CRADD
uuid:56668691-0842-5231-880b-e0757ba5891e	biolink:Gene	ATRX
uuid:c6ab8e3d-b6bd-5be8-8ccf-5a8d8fefe96a	biolink:Gene	KCNQ3
uuid:7bf99b1f-5f8d-58ae-b60c-636c9ef7f56c	biolink:Gene	ST6GAL1
uuid:acce70bb-a57a-5773-b784-29fda83cc968	biolink:Gene	GNAQ
uuid:9fdb9610-7335-57ce-b969-91137386a806	biolink:Gene	SPIDR
uuid:ce09e8d8-8294-557d-a57e-84b07792450d	biolink:Gene	SNX29
uuid:c12d4adb-2318-5983-913b-739a8aad9f39	biolink:Gene	PLXDC2
uuid:0b27641b-3f41-5920-91d1-083cf43eb387	biolink:Gene	EPB41L2
uuid:54a1cd44-90b5-50d6-ba11-f542c9b8f3b4	biolink:Gene	KANSL1
uuid:a43fc52b-30d2-5271-a4d6-432e8abf3751	biolink:Gene	SORL1
uuid:5ed03201-4735-5911-a8c6-b52269dbcaf6	biolink:Gene	LRRK1
uuid:d4af1693-3006-51be-844f-7a1452d28e56	biolink:Gene	SUSD6
uuid:0c45c986-d8d0-53bc-a057-91e689fa83ac	biolink:Gene	IPCEF1
uuid:a27cd017-157a-550c-88f5-f0aa8c9f0cb9	biolink:Gene	CARD11
uuid:91a7fdd8-8576-5be8-972e-1b7d36e227af	biolink:Gene	ITPR2
uuid:053db765-f92b-5cbc-9046-fcfe7a8a7fbe	biolink:Gene	APBB1IP
uuid:652100f3-9148-5d84-9f20-22d87a5c3a50	biolink:Gene	EPB41
uuid:a91b74dd-7c12-5802-b64f-17e14e477282	biolink:Gene	MACF1
uuid:0856980e-a2a3-5c0f-97a6-85cc28a296dd	biolink:Gene	ZFPM2-AS1
uuid:ea84e747-7fca-5f8e-b7e8-21ef55d1fc34	biolink:Gene	SYNDIG1
uuid:aae7eeb1-4ad5-5678-80d5-924f70cfd920	biolink:Gene	SLC8A1
uuid:426c0f03-0e90-5653-8381-871200a89f3b	biolink:Gene	LUC7L3
uuid:3d7e4895-e2df-5f4b-9ed3-d2161f185b61	biolink:Gene	ARHGAP15
uuid:8474b631-3dcb-5096-908e-961c2e49c936	biolink:Gene	FOXN3
uuid:2f009e42-710c-54e3-acd8-ac6ae57dbd0e	biolink:Gene	DPYS
uuid:a701be31-a6e1-5c17-87bc-f5db9cd28d4a	biolink:Gene	CACNB4
uuid:43f02bf8-2a5e-55cd-b791-1aaacd60001f	biolink:Gene	SRRM1
uuid:500ce977-0b09-559d-a3cc-a2ad38134534	biolink:Gene	SMIM35
uuid:ed1be157-e016-5a8f-b2ae-0bf791cc5b2c	biolink:Gene	GLS
uuid:41f28867-ec5f-531b-a0cb-6c1d7b89eb4e	biolink:Gene	AKAP13
uuid:0bd9a8fb-9aeb-586e-9a78-228202e4a57b	biolink:Gene	CELF2
uuid:9b02d6c5-7e14-50f1-bd25-7e85f40a1932	biolink:Gene	CYRIB
uuid:71adc061-d37f-53b7-a28f-1f44f16d75bf	biolink:Gene	JAZF1
uuid:940d638e-5eb4-527b-975d-fa44fd6ab1e2	biolink:Gene	CPED1
uuid:06f09ae0-320b-5d19-9cd3-7f0f463d0a5d	biolink:Gene	PDE3B
uuid:390dae29-ecb4-57c5-9d93-8d0e6174aa4b	biolink:Gene	DDX5
uuid:13b69565-faff-57a4-9740-f54f99959d9f	biolink:Gene	ERC1
uuid:a8bff261-373e-53d6-80f2-2c6249c84ff3	biolink:Gene	MAF
uuid:08897117-9753-58b5-9e8b-cf54d830b2e4	biolink:Gene	CYFIP1
uuid:b74bbf6c-fdc2-5d2e-b3e2-544d83eb6f1a	biolink:Gene	TBXAS1
uuid:89b686da-5e3e-55f0-be76-b9f54e5fbbc9	biolink:Gene	WASF2
uuid:3f23cbc5-6e59-52ac-8fb9-0d4ab24b31f5	biolink:Gene	CAPZB
uuid:d4daa67b-5bbe-591c-96c2-3d0a5751f767	biolink:Gene	RBM6
uuid:c5c77997-b70f-529f-a419-cfbb9da5d90b	biolink:Gene	LRMDA
uuid:38675560-26b8-5695-bc4a-8584d2b3368f	biolink:Gene	SLC9A9
uuid:54ab8e05-72e1-5d5f-9ebb-03216794af71	biolink:Gene	ANKRD17
uuid:2d3a579d-04ef-5af2-bfac-e027e0593672	biolink:Gene	KCNK13
uuid:8bb37e5f-c538-5217-8de0-02cd385e7b3d	biolink:Gene	ASH1L
uuid:9e6a0081-e72a-518a-a59c-664f6382f10a	biolink:Gene	SHTN1
uuid:594e8fde-36dd-5040-9d40-4350d4d45a2f	biolink:Gene	RASGEF1C
uuid:0c03488e-0d26-5d7b-b6e5-77713e792ae3	biolink:Gene	RALGAPA2
uuid:46052e85-7d2c-579f-8b20-68f5dcd74baa	biolink:Gene	CFAP74
uuid:15f71b21-4355-5fe8-b08d-92c2664c1abb	biolink:Gene	TP53BP1
uuid:fb28bf73-4e45-5d11-ae44-f0f43e1ced84	biolink:Gene	NSMCE2
uuid:fdb57f53-70ac-5f74-9210-3bc9121c8ba7	biolink:Gene	SLC1A3
uuid:9b19a561-7698-5e07-a164-836f6ae3434a	biolink:Gene	TRPM7
uuid:31b697e4-b2e1-5472-bdb5-5c96dc4bfd5d	biolink:Gene	RAP1GAP2
uuid:73f40ef6-f1c8-54d9-872a-8a65ba6e53e3	biolink:Gene	ARHGAP22
uuid:b8756626-8667-5ba1-904b-eb1a5aa7e7f9	biolink:Gene	EXT1
uuid:356c7146-e0fd-550b-961e-5fc5767717ec	biolink:Gene	MEF2C
uuid:775e19fd-740e-5e97-8c56-6e14399b16c7	biolink:Gene	RGS10
uuid:093a6988-b1de-5920-b88a-9b1315ba8646	biolink:Gene	PHF11
uuid:ab2cba0c-babf-5347-a7be-b2b03e2bb592	biolink:Gene	TBC1D22A
uuid:6a2bdc01-d4dd-550f-b5d4-ec389ada08b5	biolink:Gene	XACT
uuid:803f0e9b-19d3-517c-99ba-46ceb0ac3607	biolink:Gene	KDM7A
uuid:498350d4-01c8-5337-a629-279dc319cd06	biolink:Gene	FHIT
uuid:98cfa434-804f-58a1-a2fd-d8bf4a13ba60	biolink:Gene	CSF1R
uuid:2ecb5c96-117d-5d4c-bff7-12a5e3b9b2aa	biolink:Gene	CLASP1
uuid:e04d1449-310f-50d8-a604-f838a64af28b	biolink:Gene	C3
uuid:ebe26aa2-858b-5a10-a6ab-796e3bda6768	biolink:Gene	DLEU1
uuid:88a929a6-7d98-526d-ad5d-f313f37d0a09	biolink:Gene	IL18
uuid:14376bc4-f036-5b86-9931-59e4ef3d82c7	biolink:Gene	WASHC4
uuid:332f27fa-c294-5126-97e4-bcf34fc7bd55	biolink:Gene	DENND3
uuid:30120ff4-f804-57fe-9ed1-469b27d58f98	biolink:Gene	STRN4
uuid:a811f727-5427-5e33-b3db-f0b29c8b3955	biolink:Gene	SUFU
uuid:db28f1fe-419f-529e-a984-5c1609a482a2	biolink:Gene	FYB1
uuid:deeec893-bb26-5d2a-ac4a-0b549667c2ca	biolink:Gene	TANGO2
uuid:c4bb06b8-15f3-5051-b852-8588c7fd035f	biolink:Gene	PPM1B
uuid:c862daf8-db99-519c-8a29-5c7265ba6e3d	biolink:Gene	PICALM
uuid:c4926308-aa0a-5e12-aa65-5e71b8638a79	biolink:Gene	NCOA3
uuid:c9ea8738-513a-5b5c-92d0-305bde001c7c	biolink:Gene	ADAMTSL2
uuid:ecc327e4-a4ea-55aa-81fe-0009c033f6a6	biolink:Gene	EVL
uuid:1d15bf57-27ac-5475-8e3b-13fcb80b5365	biolink:Gene	HDX
uuid:32d897bc-367b-5cb1-9373-3141dd751b94	biolink:Gene	CALD1
uuid:9da9aa59-3ad1-5048-ad74-13d495ff99b7	biolink:Gene	TPM1
uuid:6976b390-f404-5e7d-b805-b9a2d05523c3	biolink:Gene	CARMN
uuid:f8594fb5-44f2-5367-b4c6-847337a1b04a	biolink:Gene	ELF2
uuid:8df29aa8-5aff-558e-ae77-6771517bb6ce	biolink:Gene	ACTN2
uuid:8b200038-f4a6-59be-8aa8-6f0e094ba191	biolink:Gene	PDE4D
uuid:efb1afe3-41f6-5fc7-b556-2ed04564009f	biolink:Gene	DOCK5
uuid:6eeeeb25-f51c-599e-8d06-0c7ea013ed11	biolink:Gene	CCDC190
uuid:b43e774c-ca22-5dc7-b5cb-04c0aa4b4221	biolink:Gene	JUNB
uuid:b3968525-5a52-5698-8a25-aa326f8eadae	biolink:Gene	BACH2
uuid:c287f3f4-de5e-590d-b34d-22ad0e2a5c7c	biolink:Gene	RASSF3
uuid:b4224c35-15e1-5bb2-b393-27be60a06216	biolink:Gene	PACS1
uuid:9a811f7f-f656-5e8c-bee0-b8c1db69de47	biolink:Gene	NEAT1
uuid:87fda57d-98c5-564a-974a-8fd4c1878395	biolink:Gene	DNAAF9
uuid:a2066d87-e097-5423-ba9f-71f9b294f3a7	biolink:Gene	PRUNE2
uuid:c129ff49-44a9-5441-a930-2e49a8c75a2b	biolink:Gene	NOS1
uuid:fdc5e5b3-1bc8-504d-a086-35bb3a061928	biolink:Gene	ZFP36L1
uuid:1b643c8f-dc00-5158-aa06-8221a738b1b9	biolink:Gene	PPP1R18
uuid:8223eefc-ab79-5357-b1c1-c5eefe81da01	biolink:Gene	NHS
uuid:717c9d38-fd45-5562-9a22-d10c947a0026	biolink:Gene	MSC-AS1
uuid:4e60d4c5-a268-5f36-85e2-497a78ee4a15	biolink:Gene	FCHO1
uuid:3b865767-727c-58ec-924d-d701ae055057	biolink:Gene	MYH11
uuid:cf62b005-e178-577d-ab5d-814848403bf2	biolink:Gene	PRDM16
uuid:ef8638a5-8773-52b4-9b78-86f9b3105e0a	biolink:Gene	IGFBP7
uuid:18797a3d-c2be-5326-9d62-7f34d3dfd3c9	biolink:Gene	LPP
uuid:6d8b5a1b-d805-59be-b5a8-e06012f2fdc3	biolink:Gene	ZFHX3
uuid:b0421d8b-b656-5774-b753-93f5259b8bcf	biolink:Gene	LINC00630
uuid:7baa895f-895f-56d6-9567-91b3a1d08706	biolink:Gene	ARHGEF7
uuid:ac673693-b5ce-5aaa-8eb4-30b28e5d9888	biolink:Gene	SMARCA2
uuid:470de7ff-ba9a-5194-9453-2ec1a9e925de	biolink:Gene	PARD3B
uuid:102aa9b4-90c9-5d8b-a16f-02c840e6b939	biolink:Gene	PHF20
uuid:90e52313-68b3-5a90-bad9-eac7793ffdd6	biolink:Gene	AHDC1
uuid:313aa1fa-6d47-5a41-9c33-57a4a5ca3487	biolink:Gene	DMXL1
uuid:9d1f2a6c-d7b7-5022-a67a-ed2f9621e542	biolink:Gene	HIP1
uuid:1951f0aa-4d06-541e-9bbd-cb77a0368ba8	biolink:Gene	AUTS2
uuid:7d80f7ac-2b47-5d26-9522-4f3f16326175	biolink:Gene	DES
uuid:4c4803cf-16c0-5861-8d07-b563e71319c7	biolink:Gene	FBXO32
uuid:785200b7-de34-5450-898f-d81277987db1	biolink:Gene	SGIP1
uuid:0ceddc87-8163-5439-83ca-f6d91013187a	biolink:Gene	VAPA
uuid:1f3cea4b-b8b7-515f-843d-4eccf976c929	biolink:Gene	ZNF318
uuid:a307276d-cd1b-5094-b57a-e0bf075ef123	biolink:Gene	ARMCX4
uuid:9c929dee-d9a7-5d34-8c4f-50dc660b2060	biolink:Gene	EBF1
uuid:878fa223-fd4a-58c7-9cc3-0dd53e6573b8	biolink:Gene	TEAD1
uuid:096a8b60-2680-531d-a1df-c67f103d98cf	biolink:Gene	MT-ND4
uuid:6f8f2936-c5ec-5dde-b061-682da668c7c7	biolink:Gene	ZHX2
uuid:8b8e633a-7542-5675-8da6-ad2890dfc792	biolink:Gene	CSPG4
uuid:8e93ec9f-5e24-5228-abec-e3a1acda7963	biolink:Gene	ADARB1
uuid:cf67c5e8-75e2-564e-9ba8-a53b6b5bcb50	biolink:Gene	TMEM143
uuid:dcb9ea5d-11d9-586b-a942-7c0cacfe6435	biolink:Gene	ZBTB16
uuid:20ff03e6-f937-5007-b305-bc16ea913960	biolink:Gene	MAGI2
uuid:567ba8ae-c4a0-558a-890c-9b89da9a0de4	biolink:Gene	PHRF1
uuid:e92692a4-e1cf-595a-9c7e-bdfa1c7033f2	biolink:Gene	GBE1
uuid:8494f910-5071-569f-b9a8-5230e68645e2	biolink:Gene	MYL9
uuid:564de747-d109-562f-999c-b58a4d0bae78	biolink:Gene	CARMAL
uuid:ee182ca9-939a-5130-8e3d-9912413c5b21	biolink:Gene	PDE3A
uuid:2580670a-ce5a-526b-8550-6cde2ef78f08	biolink:Gene	AKAP9
uuid:c7dd7b73-8469-5645-a9fd-dd74d4177c19	biolink:Gene	SLC24A3
uuid:83e6a5c2-63bb-5fa5-a4a4-739dbf68133e	biolink:Gene	INSR
uuid:e6c79d5b-3539-5461-a423-c9e5da001af7	biolink:Gene	KIAA2026
uuid:2f064ee1-7440-5fb9-9cf0-5c86bcc7ca21	biolink:Gene	PPP1R12B
uuid:42af6ff4-1fdb-5510-baf8-a3eb4018a334	biolink:Gene	MUSTN1
uuid:25c6992b-71b8-5189-8156-0ef0e387490a	biolink:Gene	CREBBP
uuid:c92bac96-9cba-5ecc-a349-27579e9bcd24	biolink:Gene	ERI3
uuid:a4b0063b-468d-5dbc-b7ed-fc3d4b6819bc	biolink:Gene	CSPP1
uuid:c137abdb-954d-5fa5-ae7f-f662b835bc0e	biolink:Gene	IGF1R
uuid:b823c082-4028-5708-91e0-5a8501ea5f83	biolink:Gene	SYNPO2
uuid:62772463-3e7d-5909-a8a4-3afb769f347f	biolink:Gene	CAMKK2
uuid:e83f5d51-c797-5213-a94f-8ef440964a34	biolink:Gene	ACAD9
uuid:133253bd-ae6c-55bf-bc11-fe8f2a30fb00	biolink:Gene	POC1B
uuid:f643b92a-7368-5c98-b00c-c135b553796c	biolink:Gene	ADIRF
uuid:4b1f28a9-2696-5cca-93d6-619f42f4df47	biolink:Gene	PIGC
uuid:5b920284-3264-5b11-9281-43c7060935ea	biolink:Gene	CLSTN3
uuid:4603a528-d092-5229-86e8-5bb9657c4c50	biolink:Gene	HNRNPM
uuid:273f38a7-d809-5461-8923-6914311a91a1	biolink:Gene	OXSR1
uuid:b43e493c-c685-5fd9-8be6-ab56107fe87d	biolink:Gene	RGS3
uuid:383ed04f-8987-5b61-ae02-5d6f149c0c96	biolink:Gene	UBR3
uuid:d845584b-4494-5af4-8ce5-4633486fd9dc	biolink:Gene	SND1
uuid:730b5312-055c-5a8c-bd97-e81efa538ac2	biolink:Gene	EGFR
uuid:806dfee6-a860-5bed-815c-a902c9a91af8	biolink:Gene	MIER1
uuid:8832603a-bce2-5f1c-b1ee-c332603d6c0c	biolink:Gene	CPNE9
uuid:15a2a925-9590-5c64-a1b1-fc797def4dba	biolink:Gene	ZMPSTE24
uuid:daaaa7a3-95bf-54e2-b21a-572bc6260dae	biolink:Gene	DPYD
uuid:83ac4bff-8b4a-5500-9d21-63fbc9b18db7	biolink:Gene	MYLK
uuid:314db42b-c929-57df-8b96-fff48ece5edc	biolink:Gene	LINC01278
uuid:3b00c21a-d6b4-56b7-b685-e1a4a43a205c	biolink:Gene	CLUAP1
uuid:e29304cc-f418-57a3-bf2f-eea2934bf45a	biolink:Gene	NUDT22
uuid:c7717b24-a5b3-56c3-a30a-2441239418e1	biolink:Gene	INPP4B
uuid:91cabbe1-47ec-5363-9a50-3c4a69098cf5	biolink:Gene	TTC17
uuid:25c5e1a5-0d27-5a3e-b63f-5a8f64182298	biolink:Gene	ENSG00000260816
uuid:63b78e3c-8bb2-5452-9998-aedfaf982a59	biolink:Gene	TNRC6A
uuid:4d79b114-655a-5e5f-bc58-5e0ac55ee9cd	biolink:Gene	SLC24A2
uuid:e7c92d42-481d-5d36-b1ae-66774f4c5ca9	biolink:Gene	RNF220
uuid:2baf7e16-fc41-520f-b8f3-0d52b34d4a6d	biolink:Gene	PCDH9
uuid:fdcd3d33-9057-5c63-b9f4-4a88b2229916	biolink:Gene	ST18
uuid:aed87990-b040-52bc-9a7c-034bee7d6e03	biolink:Gene	SIK3
uuid:88653ebe-9da1-53b9-a5d5-bc50967c7d92	biolink:Gene	DIP2B
uuid:c3a7b251-30ec-5ee2-ba29-3dd3baba9e94	biolink:Gene	MAP7
uuid:e2116e7f-e283-57e9-8d2d-6025ca63a42a	biolink:Gene	SLC44A1
uuid:261ebdb1-307c-572a-a4db-ab460fb108f5	biolink:Gene	TMTC2
uuid:6fe3fdc3-3f43-584a-8286-5f3b12c3263b	biolink:Gene	FRMD5
uuid:116979ae-0d67-55b8-b25b-511bc1cdf98b	biolink:Gene	QKI
uuid:6353a6b7-57ae-5b05-9d15-a547c32e268b	biolink:Gene	DLG2
uuid:f9c85d3b-09dc-5173-be84-9d8dc47cc22e	biolink:Gene	LSAMP
uuid:0b897edd-e5b0-5ccd-ae32-07665838864b	biolink:Gene	ADGRB3
uuid:e3b91f5e-d7c9-5613-97b9-03a41031ec7d	biolink:Gene	FMNL2
uuid:d9e2b7b7-34ac-574f-9f2d-45627c1d2584	biolink:Gene	PALM2AKAP2
uuid:79a2171f-d305-5d23-8a8f-2ca0b6c5f691	biolink:Gene	SPOCK3
uuid:bb277aaf-c26e-57fb-8c3c-c6a94d43d95a	biolink:Gene	DOCK10
uuid:d4d623b6-d9dc-5d1e-a916-03d9ab096aa7	biolink:Gene	FAM172A
uuid:4215f582-be8e-5134-821c-a9ecd83bed37	biolink:Gene	TCF4
uuid:a7ff2748-1df1-5cab-819b-179dd4fa51c0	biolink:Gene	TIAM1
