id	category	name
uuid:c444aa8a-15f9-5ccd-8667-0145f08cec68	biolink:Gene	AGBL4
uuid:e2c99efa-9689-5e0e-b55e-7088a765054a	biolink:Gene	CRPPA
uuid:c2c452d7-7541-54fe-aacc-7a1c3541681a	biolink:Gene	ENSG00000258312
uuid:6433e68a-5820-582a-83cc-61735ebf8854	biolink:Gene	RBM47
uuid:e08bba9c-49e1-51e6-a672-2f8f6ee3b8e1	biolink:Gene	CFAP54
uuid:0beb8ee3-985c-52c0-ba4a-ea86ab02d2ef	biolink:Gene	DYNC2I1
uuid:202d05d3-186b-5ba0-aa57-23b1a0322d05	biolink:Gene	DNAH9
uuid:04ce6545-cca7-5b5a-99a4-849c466c2dc1	biolink:Gene	PDZD2
uuid:e0c6c603-fe1b-5dd2-a0ea-9c9cd19338f8	biolink:Gene	PRLR
uuid:677e3f95-7b3e-5e3b-82a5-262c96da9442	biolink:Gene	TRMT9B
uuid:fc3b079f-c02d-5e67-9c62-19bfb8966620	biolink:Gene	SHANK2
uuid:627f2f74-9b1b-51c2-8587-4f4ed93126c6	biolink:Gene	SH3D19
uuid:2aa2d25c-06f3-5c91-8b22-d71f121b158d	biolink:Gene	CFAP299
uuid:b1a06d85-21b0-5d02-b631-76ddb7c73cb9	biolink:Gene	HDAC9
uuid:51e2c96f-64b1-580c-80fd-6259e0f041a8	biolink:Gene	SLC13A4
uuid:689413aa-ea1b-54a4-9c8e-5433417df1ea	biolink:Gene	OTX2-AS1
uuid:0085d817-4236-5420-9083-7022b2ebe877	biolink:Gene	TSC22D1
uuid:7019d78a-876a-56d0-af2d-1705cfcd9d17	biolink:Gene	EIF4G3
uuid:888a7d77-f3e2-5b56-b74b-a1036ad83ff0	biolink:Gene	PLD5
uuid:9e5c1362-26a5-5369-90d7-7f4b2e6e6d85	biolink:Gene	GALNT17
uuid:448d2fdb-f2bb-5f68-92b5-de7d26ffb935	biolink:Gene	TMEM232
uuid:6377b335-8a10-538e-9f0f-90d5df5cae96	biolink:Gene	LDLRAD4
uuid:ea554226-7912-5713-8777-b75547730ae3	biolink:Gene	PHACTR2
uuid:35df502b-0eae-548f-afe9-462734d96330	biolink:Gene	PDZRN3
uuid:ccf5606b-58c0-5272-adb4-559a2d2d0ccf	biolink:Gene	HYDIN
uuid:705ec3ad-c2e9-5da3-9483-98cf48bb77b9	biolink:Gene	LINC00276
uuid:ce7bcbd2-74a8-522f-b379-474ad9681cec	biolink:Gene	PCAT1
uuid:0a5b91c7-818b-560e-a85a-888dc76fad18	biolink:Gene	ATP2B2
uuid:4c49a4c7-6ae4-55ab-8598-76ed6eb8848a	biolink:Gene	LINC00598
uuid:e37e26ba-b737-5101-aa22-54db240ef2f7	biolink:Gene	DNAH11
uuid:d7d32527-9080-557d-a862-061d33aba564	biolink:Gene	KIAA1217
uuid:8e22bcfe-b483-5999-a81a-6e73437f7b22	biolink:Gene	RABGAP1L
uuid:f7cafb89-866b-5255-90f8-b21301bfb1f9	biolink:Gene	GOLGA4
uuid:4da701ec-e153-5a08-b804-84aa7ac7386f	biolink:Gene	PNN
uuid:688bef88-8896-5ca6-8ef0-39d22626fb5b	biolink:Gene	C8ORF34
uuid:0d201756-55a8-5854-823d-c60c3afb5c80	biolink:Gene	VAT1L
uuid:0b153b0b-5cb8-5426-b267-40538f86ec17	biolink:Gene	CLIC6
uuid:aa4b5b94-d0aa-5155-8815-f3a60cbc2313	biolink:Gene	TMEM117
uuid:5e282ff9-b3ee-54b7-8eb0-adcb7cb8d741	biolink:Gene	SULF1
uuid:c5e1c320-7f42-554c-b417-a55ca2dfc3fd	biolink:Gene	PIP5K1B
uuid:cf6b6bc6-24d8-5140-b2e0-e56a31266d98	biolink:Gene	SLC4A10
uuid:c1eb3d18-75ed-5de2-8e19-d4fcca8067e5	biolink:Gene	MAGI1
uuid:f218f6b1-fa6c-5c9a-a00f-5e6b210003d5	biolink:Gene	SLC20A2
uuid:1f5d5430-75d7-51c8-a92c-1b6c3ac0f766	biolink:Gene	ENSG00000228655
uuid:d3bf02ca-8fe2-5f27-937b-37b3ad68b1b8	biolink:Gene	RFX3
uuid:f1bb43ad-1d54-5afa-b752-4f46f8172d67	biolink:Gene	SPAG17
uuid:9ab30178-1050-518c-868c-fe6134d7127b	biolink:Gene	ENPP2
uuid:58df6422-ed78-582f-89a5-2a2786a9f288	biolink:Gene	PLEKHA5
uuid:7bc551dc-3a11-545a-b6fa-620ac67af47b	biolink:Gene	CUX2
uuid:06956c2e-c4b9-5b90-9796-899bcf8fe3ca	biolink:Gene	DNAH7
uuid:cf62b005-e178-577d-ab5d-814848403bf2	biolink:Gene	PRDM16
uuid:7994fce9-642c-5434-92fe-961b1a293192	biolink:Gene	FGFR2
uuid:47c9a735-0021-59cc-9f8a-d75d1e0c901c	biolink:Gene	ROR2
uuid:3d4f1e51-f0e9-5ecf-88d6-89aef80e2e77	biolink:Gene	DNAH6
uuid:e686a04d-77ae-5ad3-9054-025cbe77e784	biolink:Gene	NLGN1
uuid:3c698c02-33b4-5649-91f8-3a961fe5bc1c	biolink:Gene	ATXN1
uuid:aab4354a-87c7-5cd4-93a4-1c6d3d92d1e3	biolink:Gene	CEMIP
uuid:5d6c32af-61fb-5124-933c-f628126ee46a	biolink:Gene	LAMA2
uuid:7a372086-ddb2-57e8-aed3-e7d15cffc068	biolink:Gene	KCNMA1
uuid:10807036-b9ec-5b72-9a9b-7dd5ff538375	biolink:Gene	GPC6
uuid:48012f95-d18d-54a8-a397-fdd7ead8f064	biolink:Gene	BICC1
uuid:2958a76c-d022-59ce-9b4a-0b9dd559331b	biolink:Gene	NTRK3
uuid:38f4b31d-dacc-52cd-95df-03ffabd1b37f	biolink:Gene	FLRT2
uuid:e7c92d42-481d-5d36-b1ae-66774f4c5ca9	biolink:Gene	RNF220
uuid:cba6d21d-61aa-5b19-8995-cc0a61e629fd	biolink:Gene	BNC2
uuid:71af1c61-bea4-53a0-a8de-fcd04222ab36	biolink:Gene	USP53
uuid:fc4bc1b6-0a06-58eb-a43a-957791474af8	biolink:Gene	ADAMTSL3
uuid:f07346a7-0758-58d3-8444-1c602eb11163	biolink:Gene	ZEB1
uuid:683cf777-09ae-5f26-9e3d-a9699a658a79	biolink:Gene	COLEC12
uuid:74a22408-5d03-540a-9e79-78345738acda	biolink:Gene	UACA
uuid:4fb5557f-6890-511e-b699-f3e26528a3c7	biolink:Gene	PTGDS
uuid:edc8b9a5-ef36-5c3d-8fda-6c9ff07b42b2	biolink:Gene	SLC38A4-AS1
uuid:546172a3-9945-5351-bf59-63282f43b6c9	biolink:Gene	ATP1B3
uuid:00a1ef41-29c8-5cac-a4de-be2cda3cc938	biolink:Gene	TRIO
uuid:32d897bc-367b-5cb1-9373-3141dd751b94	biolink:Gene	CALD1
uuid:ea48fab7-e98c-54d1-91f7-2e9f03e7d1ac	biolink:Gene	MIR100HG
uuid:a2241bcc-96fd-5e85-bea0-5c669192df37	biolink:Gene	SVIL
uuid:d4d5a754-b72f-5ef4-895c-84e48d5e4a3e	biolink:Gene	PDZRN4
uuid:18797a3d-c2be-5326-9d62-7f34d3dfd3c9	biolink:Gene	LPP
uuid:801e0482-a884-5c92-8644-4c06e87c3377	biolink:Gene	SLC26A2
uuid:6d9d4e63-ec41-53be-bd15-60d16f39c461	biolink:Gene	LINC01088
uuid:0bd9a8fb-9aeb-586e-9a78-228202e4a57b	biolink:Gene	CELF2
uuid:d06d4698-baa3-55ab-9b94-e2ac41310874	biolink:Gene	ABCA9
uuid:9da9aa59-3ad1-5048-ad74-13d495ff99b7	biolink:Gene	TPM1
uuid:34c637b1-f191-5662-aff2-6f4c0c79a17b	biolink:Gene	CACNA2D3
uuid:470de7ff-ba9a-5194-9453-2ec1a9e925de	biolink:Gene	PARD3B
uuid:d30028cc-123c-580b-b72d-7a65cee71185	biolink:Gene	UNC5C
uuid:207f1263-9115-5901-83c4-151f0bea1c44	biolink:Gene	MDGA2
uuid:829f0d30-da75-5d8f-aecc-56d2a54dbb04	biolink:Gene	SETBP1
uuid:9c929dee-d9a7-5d34-8c4f-50dc660b2060	biolink:Gene	EBF1
uuid:af181e1b-daba-5f1d-81f6-01c0a00ca48e	biolink:Gene	EPS8
uuid:b8756626-8667-5ba1-904b-eb1a5aa7e7f9	biolink:Gene	EXT1
uuid:6428ec21-14d9-5a45-a082-cd15349de34f	biolink:Gene	IMMP2L
uuid:6e13da01-e90a-55d0-86da-acfaccfcb7a7	biolink:Gene	GMDS
uuid:e19f30b4-bedd-592e-a9f3-0e9d986bc060	biolink:Gene	SASH1
uuid:da2f8ece-0e55-552a-8291-1716e81d0e20	biolink:Gene	PHLDB2
uuid:c12d4adb-2318-5983-913b-739a8aad9f39	biolink:Gene	PLXDC2
uuid:678ec266-795f-5db4-9364-234a205dd5cf	biolink:Gene	KCNT2
uuid:b3968525-5a52-5698-8a25-aa326f8eadae	biolink:Gene	BACH2
uuid:213f0957-eac4-5e19-9e85-bb5a0fd51c81	biolink:Gene	SLIT2
uuid:fd5917a3-2de0-5369-af7a-d872c9a19f58	biolink:Gene	LINC-PINT
uuid:e3abdf8b-5cea-5615-a30a-b50bc1c8859d	biolink:Gene	ENSG00000243620
uuid:893d283c-0d5b-512e-9f15-279a3c6e3508	biolink:Gene	SLC7A11
uuid:2148f1b6-a318-5d05-a085-379955873796	biolink:Gene	ANKH
uuid:c40ca1c4-de52-5c48-a915-72d9994d707e	biolink:Gene	COL4A1
uuid:259093e8-9553-5152-8ebc-7dcbe2fe1b43	biolink:Gene	TMEM132C
uuid:0703a762-6275-5246-93dd-4cd234d5ec6a	biolink:Gene	FRMD4A
uuid:e04d1449-310f-50d8-a604-f838a64af28b	biolink:Gene	C3
uuid:41c61605-c24f-53cb-ac9d-fa1100c70f38	biolink:Gene	LINC02798
uuid:3490dcc2-01fa-5ee3-9b19-12b14a3ac968	biolink:Gene	ABR
uuid:34a41ed5-471a-5b20-8c9e-ccaf428ee885	biolink:Gene	SFMBT2
uuid:ea84e747-7fca-5f8e-b7e8-21ef55d1fc34	biolink:Gene	SYNDIG1
uuid:91a7fdd8-8576-5be8-972e-1b7d36e227af	biolink:Gene	ITPR2
uuid:8474b631-3dcb-5096-908e-961c2e49c936	biolink:Gene	FOXN3
uuid:ceb348d8-b27e-53c3-8cf8-dcd9b4bf9af2	biolink:Gene	ARHGAP24
uuid:c6ab8e3d-b6bd-5be8-8ccf-5a8d8fefe96a	biolink:Gene	KCNQ3
uuid:053db765-f92b-5cbc-9046-fcfe7a8a7fbe	biolink:Gene	APBB1IP
uuid:c9ea8738-513a-5b5c-92d0-305bde001c7c	biolink:Gene	ADAMTSL2
uuid:0b27641b-3f41-5920-91d1-083cf43eb387	biolink:Gene	EPB41L2
uuid:ae8873a0-fe00-5b45-aaf1-ea0979f7aed7	biolink:Gene	SRRM2
uuid:9f4bda66-f64d-5fa9-a2ed-4a3b07aa5a10	biolink:Gene	ELMO1
uuid:52811d48-b08d-59f0-abd7-356960e54776	biolink:Gene	MYO1F
uuid:cfb34c73-6e35-5c26-86d9-4b897efea0a7	biolink:Gene	INPP5D
uuid:ee7d51de-5ea7-5d5e-814a-1f0690535743	biolink:Gene	SSH2
