id	category	name	description	provided_by
uuid:d5b9f907-af28-5d22-8f88-663e70f06e64	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Corpus Callosum	Microglia Macrophage or T Cell in Corpus Callosum	KIBR; Stanford University
uuid:ca2315ec-b43e-5457-9a7a-222661253422	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Cuneus	Microglia Macrophage or T Cell in Cuneus	KIBR; Stanford University
uuid:4036e0a7-3d71-5def-b6df-5e20f56d0c39	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Dorsolateral Prefrontal Cortex	Microglia Macrophage or T Cell in Dorsolateral Prefrontal Cortex	KIBR; Stanford University
uuid:520a3f2d-a127-5e4b-91b8-886bda547299	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Entorhinal Cortex	Microglia Macrophage or T Cell in Entorhinal Cortex	KIBR; Stanford University
uuid:8cc6f08d-fa4d-53ca-9f76-0480e33835ba	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Fornix	Microglia Macrophage or T Cell in Fornix	KIBR; Stanford University
uuid:87ba3d86-cfc9-59b7-8243-32918975c3a9	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Fusiform Gyrus	Microglia Macrophage or T Cell in Fusiform Gyrus	KIBR; Stanford University
uuid:774de1a3-4a11-597c-88e0-a720cdd8697d	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Hippocampus and Entorhinal Cortex	Microglia Macrophage or T Cell in Hippocampus and Entorhinal Cortex	KIBR; Stanford University
uuid:bd38f426-66b1-5138-8728-5cbb7aee69e0	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Inferior Frontal Gyrus	Microglia Macrophage or T Cell in Inferior Frontal Gyrus	KIBR; Stanford University
uuid:a8079d33-9c7b-5dd6-b5f6-b92ea317e6a1	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Inferior Parietal Lobule / Supramarginal Gyrus	Microglia Macrophage or T Cell in Inferior Parietal Lobule / Supramarginal Gyrus	KIBR; Stanford University
uuid:b402a152-6a81-55dc-a101-2dcc16643b4b	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Inferior Temporal Gyrus	Microglia Macrophage or T Cell in Inferior Temporal Gyrus	KIBR; Stanford University
uuid:df471491-23c8-58c0-9f1f-fea8ebcfbb30	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Insular Cortex	Microglia Macrophage or T Cell in Insular Cortex	KIBR; Stanford University
uuid:d7f7e0f6-3436-5454-ac04-47579bf57efa	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Lateral Occipital Cortex	Microglia Macrophage or T Cell in Lateral Occipital Cortex	KIBR; Stanford University
uuid:b4f9c44e-7a92-5a43-9abc-5db2caf80863	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Lateral Temporal Gyrus	Microglia Macrophage or T Cell in Lateral Temporal Gyrus	KIBR; Stanford University
uuid:5efd4a2d-1e69-592c-b6e4-23f105f1372a	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Leptomeninges	Microglia Macrophage or T Cell in Leptomeninges	KIBR; Stanford University
uuid:3c908ccb-a8e0-5cae-8a39-8e844db0d054	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Lingual Gyrus	Microglia Macrophage or T Cell in Lingual Gyrus	KIBR; Stanford University
uuid:c5c21cb4-3ec3-57d8-8646-56dd9e75a97b	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Midbrain	Microglia Macrophage or T Cell in Midbrain	KIBR; Stanford University
uuid:924d6a49-dbba-58ec-b6dc-7f99fda51caf	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Middle Cerebral Artery	Microglia Macrophage or T Cell in Middle Cerebral Artery	KIBR; Stanford University
uuid:9673ecd3-b299-5ab0-a0d2-cf5b76ff5e25	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Middle Temporal Gyrus	Microglia Macrophage or T Cell in Middle Temporal Gyrus	KIBR; Stanford University
uuid:bcf4fed9-6834-53c4-8098-9b9a45af1e65	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Olfactory Bulb	Microglia Macrophage or T Cell in Olfactory Bulb	KIBR; Stanford University
uuid:f0586512-8175-5cb4-9cb4-40a2a1a9c497	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Orbitofrontal Cortex	Microglia Macrophage or T Cell in Orbitofrontal Cortex	KIBR; Stanford University
uuid:71759079-5e2d-570b-a5d9-5dd5636cddd1	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Parahippocampal Gyrus	Microglia Macrophage or T Cell in Parahippocampal Gyrus	KIBR; Stanford University
uuid:ae670af5-4de8-54d1-9107-3d824702cd5f	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Periventricular White Matter	Microglia Macrophage or T Cell in Periventricular White Matter	KIBR; Stanford University
uuid:84eb2ad8-aa45-5b21-aeb6-bfc142c33a45	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Pons	Microglia Macrophage or T Cell in Pons	KIBR; Stanford University
uuid:ce83f1ec-99cf-5273-8092-0ea8a26f1748	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Posterior Cingulate Cortex	Microglia Macrophage or T Cell in Posterior Cingulate Cortex	KIBR; Stanford University
uuid:1cf17661-f1c0-53a3-909c-494576824963	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Precuneus	Microglia Macrophage or T Cell in Precuneus	KIBR; Stanford University
uuid:391ce2ca-8519-50ba-a498-9fed9daeb6bc	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Spinal Cord	Microglia Macrophage or T Cell in Spinal Cord	KIBR; Stanford University
uuid:36a22dce-04d0-5180-8189-e2ae8e9f1ff7	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Superior Frontal Gyrus / Rostromedial Prefrontal Cortex	Microglia Macrophage or T Cell in Superior Frontal Gyrus / Rostromedial Prefrontal Cortex	KIBR; Stanford University
uuid:7d0682f4-5fda-595c-b6b7-66ff829cbfca	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Superior Parietal Lobule	Microglia Macrophage or T Cell in Superior Parietal Lobule	KIBR; Stanford University
uuid:f913c09f-ef12-5e3f-aee0-2eb8900b25c3	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Superior Temporal Gyrus	Microglia Macrophage or T Cell in Superior Temporal Gyrus	KIBR; Stanford University
uuid:c1cee9f7-f88a-510e-8215-daf434381006	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Supramarginal Gyrus	Microglia Macrophage or T Cell in Supramarginal Gyrus	KIBR; Stanford University
uuid:e06de8b4-a567-59b5-9090-616edc692d59	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Thalamus	Microglia Macrophage or T Cell in Thalamus	KIBR; Stanford University
uuid:3d79802f-19e4-5c0b-86dc-9709fac7d1e6	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Watershed Area: Anterior Cerebral Artery - Middle Cerebral Artery border zone	Microglia Macrophage or T Cell in Watershed Area: Anterior Cerebral Artery - Middle Cerebral Artery border zone	KIBR; Stanford University
uuid:7bd6a70f-65d0-5ac1-8fd8-2076ce15f5d4	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	Microglia Macrophage or T Cell in Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	KIBR; Stanford University
uuid:36c5746d-9630-5155-905d-f4e8820fdfa1	biolink:AnatomicalEntity	Microglia Macrophage or T Cell in White Matter Watershed Area supplied by the Anterior Cerebral Artery	Microglia Macrophage or T Cell in White Matter Watershed Area supplied by the Anterior Cerebral Artery	KIBR; Stanford University
uuid:941d70b5-481c-567c-b084-f2628859ca13	biolink:AnatomicalEntity	Mural Cell in Amygdala	Mural Cell in Amygdala	KIBR; Stanford University
uuid:96eebed2-ff38-547d-9355-4dd150261446	biolink:AnatomicalEntity	Mural Cell in Anterior Cerebral Artery	Mural Cell in Anterior Cerebral Artery	KIBR; Stanford University
uuid:347685b3-91c0-5f27-9340-0daf0c799a47	biolink:AnatomicalEntity	Mural Cell in Anterior Cingulate Cortex	Mural Cell in Anterior Cingulate Cortex	KIBR; Stanford University
uuid:a6bfd21d-44d0-5d4b-838f-f03cff0d4e0d	biolink:AnatomicalEntity	Mural Cell in Basilar Artery / Circle of Willis	Mural Cell in Basilar Artery / Circle of Willis	KIBR; Stanford University
uuid:3dc49e4d-e620-5b5b-84a8-08272fe74d05	biolink:AnatomicalEntity	Mural Cell in Caudate and Putamen	Mural Cell in Caudate and Putamen	KIBR; Stanford University
uuid:69ad50ee-64cd-5742-b4f8-7f1488721a64	biolink:AnatomicalEntity	Mural Cell in Cerebellum	Mural Cell in Cerebellum	KIBR; Stanford University
uuid:ba2f7caa-745a-59ad-9046-cac4bb4de46d	biolink:AnatomicalEntity	Mural Cell in Cingulum Bundle	Mural Cell in Cingulum Bundle	KIBR; Stanford University
uuid:0f171573-a094-5de6-b3d8-f64ee87c6db8	biolink:AnatomicalEntity	Mural Cell in Corpus Callosum	Mural Cell in Corpus Callosum	KIBR; Stanford University
uuid:d731e893-922d-5a50-952a-a354dfe4c84a	biolink:AnatomicalEntity	Mural Cell in Cuneus	Mural Cell in Cuneus	KIBR; Stanford University
uuid:73ba6e6a-5955-5e02-9f5c-35e6f9c31cc0	biolink:AnatomicalEntity	Mural Cell in Dorsolateral Prefrontal Cortex	Mural Cell in Dorsolateral Prefrontal Cortex	KIBR; Stanford University
uuid:67b381de-893a-5aa2-a118-adf45f6c7143	biolink:AnatomicalEntity	Mural Cell in Entorhinal Cortex	Mural Cell in Entorhinal Cortex	KIBR; Stanford University
uuid:00b9d8be-5c3e-5e33-9deb-9c37fbd3d826	biolink:AnatomicalEntity	Mural Cell in Fornix	Mural Cell in Fornix	KIBR; Stanford University
uuid:06ca1392-e4a7-5a6c-9495-ec6c11108c6c	biolink:AnatomicalEntity	Mural Cell in Fusiform Gyrus	Mural Cell in Fusiform Gyrus	KIBR; Stanford University
uuid:b84ee760-d00a-5574-b659-be118f37374a	biolink:AnatomicalEntity	Mural Cell in Hippocampus and Entorhinal Cortex	Mural Cell in Hippocampus and Entorhinal Cortex	KIBR; Stanford University
uuid:db8681bb-521c-5dd7-8c7b-4719ccc2471b	biolink:AnatomicalEntity	Mural Cell in Inferior Frontal Gyrus	Mural Cell in Inferior Frontal Gyrus	KIBR; Stanford University
uuid:6282f9cd-be82-579d-8226-a2a291f456b0	biolink:AnatomicalEntity	Mural Cell in Inferior Parietal Lobule / Supramarginal Gyrus	Mural Cell in Inferior Parietal Lobule / Supramarginal Gyrus	KIBR; Stanford University
uuid:a39eb831-340f-5614-bc4f-9f28978d6049	biolink:AnatomicalEntity	Mural Cell in Inferior Temporal Gyrus	Mural Cell in Inferior Temporal Gyrus	KIBR; Stanford University
uuid:0d97a7b8-48e9-51a2-8fc3-4e925e553a0d	biolink:AnatomicalEntity	Mural Cell in Insular Cortex	Mural Cell in Insular Cortex	KIBR; Stanford University
uuid:d5989254-d72a-5bcd-b2d4-d0b57cb3bab9	biolink:AnatomicalEntity	Mural Cell in Lateral Occipital Cortex	Mural Cell in Lateral Occipital Cortex	KIBR; Stanford University
uuid:af7816fc-1809-5a07-886c-f3ea062c36f4	biolink:AnatomicalEntity	Mural Cell in Lateral Temporal Gyrus	Mural Cell in Lateral Temporal Gyrus	KIBR; Stanford University
uuid:ed5c7fce-0cd5-57bb-ab19-55d9a55b0cb4	biolink:AnatomicalEntity	Mural Cell in Leptomeninges	Mural Cell in Leptomeninges	KIBR; Stanford University
uuid:bf5ee6dd-6c03-558f-a6f0-a9ae217a3cb6	biolink:AnatomicalEntity	Mural Cell in Lingual Gyrus	Mural Cell in Lingual Gyrus	KIBR; Stanford University
uuid:4a12b1d8-7dc0-55ee-9d30-cf9a4e878cd1	biolink:AnatomicalEntity	Mural Cell in Midbrain	Mural Cell in Midbrain	KIBR; Stanford University
uuid:3fa0793d-e627-5d9d-a3b5-ef612b02379d	biolink:AnatomicalEntity	Mural Cell in Middle Cerebral Artery	Mural Cell in Middle Cerebral Artery	KIBR; Stanford University
uuid:b02eda62-2db4-5196-a4eb-c82700b9bbcc	biolink:AnatomicalEntity	Mural Cell in Middle Temporal Gyrus	Mural Cell in Middle Temporal Gyrus	KIBR; Stanford University
uuid:1022094d-4c48-5bca-8800-4affb837cddc	biolink:AnatomicalEntity	Mural Cell in Olfactory Bulb	Mural Cell in Olfactory Bulb	KIBR; Stanford University
uuid:f09f1c76-c32b-553a-98fc-13d52f98f7d4	biolink:AnatomicalEntity	Mural Cell in Orbitofrontal Cortex	Mural Cell in Orbitofrontal Cortex	KIBR; Stanford University
uuid:ad204959-0228-56cb-b04e-ecd4b4c217ed	biolink:AnatomicalEntity	Mural Cell in Parahippocampal Gyrus	Mural Cell in Parahippocampal Gyrus	KIBR; Stanford University
uuid:e6f9a1c8-2e70-575a-a0a8-d856ad721839	biolink:AnatomicalEntity	Mural Cell in Periventricular White Matter	Mural Cell in Periventricular White Matter	KIBR; Stanford University
uuid:99d14a22-1fdc-5278-95fa-fb1435c7daf9	biolink:AnatomicalEntity	Mural Cell in Pons	Mural Cell in Pons	KIBR; Stanford University
uuid:6e1857ba-884f-5995-8289-e98129fb8891	biolink:AnatomicalEntity	Mural Cell in Posterior Cingulate Cortex	Mural Cell in Posterior Cingulate Cortex	KIBR; Stanford University
uuid:d95610cc-11b4-56ec-a65c-de21a42e633e	biolink:AnatomicalEntity	Mural Cell in Precuneus	Mural Cell in Precuneus	KIBR; Stanford University
uuid:b37a9c52-bb70-566f-afa3-d5a692264d15	biolink:AnatomicalEntity	Mural Cell in Spinal Cord	Mural Cell in Spinal Cord	KIBR; Stanford University
uuid:2bed653e-cbf1-5220-926a-6ccac64c464d	biolink:AnatomicalEntity	Mural Cell in Superior Frontal Gyrus / Rostromedial Prefrontal Cortex	Mural Cell in Superior Frontal Gyrus / Rostromedial Prefrontal Cortex	KIBR; Stanford University
uuid:46c5f150-84ec-56bc-9ec0-ee8e02f319ba	biolink:AnatomicalEntity	Mural Cell in Superior Parietal Lobule	Mural Cell in Superior Parietal Lobule	KIBR; Stanford University
uuid:234fe5ef-476b-5922-88b8-d64c1bd8896b	biolink:AnatomicalEntity	Mural Cell in Superior Temporal Gyrus	Mural Cell in Superior Temporal Gyrus	KIBR; Stanford University
uuid:ab8b6175-441b-5c34-86db-6a5fe67cbf92	biolink:AnatomicalEntity	Mural Cell in Supramarginal Gyrus	Mural Cell in Supramarginal Gyrus	KIBR; Stanford University
uuid:f7cd519a-da8f-53de-b7a6-0df5776f0928	biolink:AnatomicalEntity	Mural Cell in Thalamus	Mural Cell in Thalamus	KIBR; Stanford University
uuid:c2b74b18-baef-5e8a-938e-79f486ffdeae	biolink:AnatomicalEntity	Mural Cell in Watershed Area: Anterior Cerebral Artery - Middle Cerebral Artery border zone	Mural Cell in Watershed Area: Anterior Cerebral Artery - Middle Cerebral Artery border zone	KIBR; Stanford University
uuid:31acf2b9-81b7-5fa0-83c5-1d4483c9e75a	biolink:AnatomicalEntity	Mural Cell in Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	Mural Cell in Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	KIBR; Stanford University
uuid:f050cacf-fa43-599e-abc2-debce7dff0ac	biolink:AnatomicalEntity	Mural Cell in White Matter Watershed Area supplied by the Anterior Cerebral Artery	Mural Cell in White Matter Watershed Area supplied by the Anterior Cerebral Artery	KIBR; Stanford University
uuid:210df0b7-3855-5b3d-b110-0d2f37b693fe	biolink:AnatomicalEntity	Neuron in Amygdala	Neuron in Amygdala	KIBR; Stanford University
uuid:1be2b0ea-abc8-5ccf-8921-6260c40c3e73	biolink:AnatomicalEntity	Neuron in Anterior Cerebral Artery	Neuron in Anterior Cerebral Artery	KIBR; Stanford University
uuid:68fcb4d1-d95d-5dd0-b181-fdbb2090f8cc	biolink:AnatomicalEntity	Neuron in Anterior Cingulate Cortex	Neuron in Anterior Cingulate Cortex	KIBR; Stanford University
uuid:dd17db7d-5571-50c9-a19a-33a299614b0e	biolink:AnatomicalEntity	Neuron in Basilar Artery / Circle of Willis	Neuron in Basilar Artery / Circle of Willis	KIBR; Stanford University
uuid:1493554b-ac9c-5fe9-b76c-f5dd2a93a5ac	biolink:AnatomicalEntity	Neuron in Caudate and Putamen	Neuron in Caudate and Putamen	KIBR; Stanford University
uuid:6a90e1ba-d73d-53cd-9eee-b82e35e73f98	biolink:AnatomicalEntity	Neuron in Cerebellum	Neuron in Cerebellum	KIBR; Stanford University
uuid:7169eaf8-8bd3-53ba-9468-99f198b79b61	biolink:AnatomicalEntity	Neuron in Cingulum Bundle	Neuron in Cingulum Bundle	KIBR; Stanford University
uuid:1b4aeaa8-c539-5e02-aa70-09e5236af750	biolink:AnatomicalEntity	Neuron in Corpus Callosum	Neuron in Corpus Callosum	KIBR; Stanford University
uuid:5f493425-6df7-5bec-866e-3bdcc9dba196	biolink:AnatomicalEntity	Neuron in Cuneus	Neuron in Cuneus	KIBR; Stanford University
uuid:6cba66f2-1ed4-5dcc-83ae-b696bf5ab9cd	biolink:AnatomicalEntity	Neuron in Dorsolateral Prefrontal Cortex	Neuron in Dorsolateral Prefrontal Cortex	KIBR; Stanford University
uuid:36eb7c16-7ba0-58f1-a950-d6b034d5a78d	biolink:AnatomicalEntity	Neuron in Entorhinal Cortex	Neuron in Entorhinal Cortex	KIBR; Stanford University
uuid:9e1d2d9f-bc17-5adc-a2ec-2600528c3f2e	biolink:AnatomicalEntity	Neuron in Fornix	Neuron in Fornix	KIBR; Stanford University
uuid:adb7a5fc-505f-521c-9a41-8006e671dbe5	biolink:AnatomicalEntity	Neuron in Fusiform Gyrus	Neuron in Fusiform Gyrus	KIBR; Stanford University
uuid:e19088b1-619f-5601-ba66-f50c6e7121dd	biolink:AnatomicalEntity	Neuron in Hippocampus and Entorhinal Cortex	Neuron in Hippocampus and Entorhinal Cortex	KIBR; Stanford University
uuid:d0c085a5-6da4-54d3-b39c-613f8a1ce10b	biolink:AnatomicalEntity	Neuron in Inferior Frontal Gyrus	Neuron in Inferior Frontal Gyrus	KIBR; Stanford University
uuid:91df99d1-2cb3-521b-9822-8dfcb0f940e2	biolink:AnatomicalEntity	Neuron in Inferior Parietal Lobule / Supramarginal Gyrus	Neuron in Inferior Parietal Lobule / Supramarginal Gyrus	KIBR; Stanford University
uuid:874066c9-e894-5738-9516-c5520313cc42	biolink:AnatomicalEntity	Neuron in Inferior Temporal Gyrus	Neuron in Inferior Temporal Gyrus	KIBR; Stanford University
uuid:3e21f2bc-bbc0-5903-b37b-dc828b755bba	biolink:AnatomicalEntity	Neuron in Insular Cortex	Neuron in Insular Cortex	KIBR; Stanford University
uuid:e427c2ac-63b2-5306-9695-cd2a8629ff41	biolink:AnatomicalEntity	Neuron in Lateral Occipital Cortex	Neuron in Lateral Occipital Cortex	KIBR; Stanford University
uuid:9eece975-4222-50a1-82ae-10e762a365c0	biolink:AnatomicalEntity	Neuron in Lateral Temporal Gyrus	Neuron in Lateral Temporal Gyrus	KIBR; Stanford University
uuid:6b4b6a17-8f8f-54fc-964f-5e5584ec80f9	biolink:AnatomicalEntity	Neuron in Leptomeninges	Neuron in Leptomeninges	KIBR; Stanford University
uuid:f4fedfa9-b882-5a4e-8642-48e83eb47299	biolink:AnatomicalEntity	Neuron in Lingual Gyrus	Neuron in Lingual Gyrus	KIBR; Stanford University
uuid:6062981c-fc65-5d9f-ae82-862104c3889e	biolink:AnatomicalEntity	Neuron in Midbrain	Neuron in Midbrain	KIBR; Stanford University
uuid:1102b635-a7c1-5f4f-a0ca-b2dc9c30e459	biolink:AnatomicalEntity	Neuron in Middle Cerebral Artery	Neuron in Middle Cerebral Artery	KIBR; Stanford University
uuid:b1a7457e-369e-5ccc-a4b7-945c6e150bc8	biolink:AnatomicalEntity	Neuron in Middle Temporal Gyrus	Neuron in Middle Temporal Gyrus	KIBR; Stanford University
uuid:c3ea968f-b566-5ae2-b83c-5429d3c5ea51	biolink:AnatomicalEntity	Neuron in Olfactory Bulb	Neuron in Olfactory Bulb	KIBR; Stanford University
uuid:35c52ba3-a814-5d97-ba9b-9508301c4a1f	biolink:AnatomicalEntity	Neuron in Orbitofrontal Cortex	Neuron in Orbitofrontal Cortex	KIBR; Stanford University
uuid:3cfd012d-2ee2-5ace-bbf5-a615a0365e2e	biolink:AnatomicalEntity	Neuron in Parahippocampal Gyrus	Neuron in Parahippocampal Gyrus	KIBR; Stanford University
uuid:12fe7d2c-dff0-5659-b0cf-b8fab2d52caa	biolink:AnatomicalEntity	Neuron in Periventricular White Matter	Neuron in Periventricular White Matter	KIBR; Stanford University
uuid:83de425c-18e5-5a74-9402-65a087e743d1	biolink:AnatomicalEntity	Neuron in Pons	Neuron in Pons	KIBR; Stanford University
uuid:e023e73e-9cf4-57f7-aee1-3994428de68c	biolink:AnatomicalEntity	Neuron in Posterior Cingulate Cortex	Neuron in Posterior Cingulate Cortex	KIBR; Stanford University
uuid:830b851f-b70c-5d9c-8682-92b564e96c7f	biolink:AnatomicalEntity	Neuron in Precuneus	Neuron in Precuneus	KIBR; Stanford University
uuid:2dfacc10-05a2-51e9-935b-354c38e1cd05	biolink:AnatomicalEntity	Neuron in Spinal Cord	Neuron in Spinal Cord	KIBR; Stanford University
uuid:311c3fb1-7e12-5897-b912-e96bf2f1a40f	biolink:AnatomicalEntity	Neuron in Superior Frontal Gyrus / Rostromedial Prefrontal Cortex	Neuron in Superior Frontal Gyrus / Rostromedial Prefrontal Cortex	KIBR; Stanford University
uuid:f002e267-aefd-55b1-a112-04af182bd8fc	biolink:AnatomicalEntity	Neuron in Superior Parietal Lobule	Neuron in Superior Parietal Lobule	KIBR; Stanford University
uuid:1104ac22-b5a1-5435-85e0-e9fa23a3122a	biolink:AnatomicalEntity	Neuron in Superior Temporal Gyrus	Neuron in Superior Temporal Gyrus	KIBR; Stanford University
uuid:91a64b6d-00b2-558b-bfab-e4d0021a2ed6	biolink:AnatomicalEntity	Neuron in Supramarginal Gyrus	Neuron in Supramarginal Gyrus	KIBR; Stanford University
uuid:adab6112-1981-51bf-890a-f76d8f25881d	biolink:AnatomicalEntity	Neuron in Thalamus	Neuron in Thalamus	KIBR; Stanford University
uuid:6f49b91f-0f49-55a2-8b4f-4e132270eb8c	biolink:AnatomicalEntity	Neuron in Watershed Area: Anterior Cerebral Artery - Middle Cerebral Artery border zone	Neuron in Watershed Area: Anterior Cerebral Artery - Middle Cerebral Artery border zone	KIBR; Stanford University
uuid:e7781cbf-7165-5a87-a906-2675ae878075	biolink:AnatomicalEntity	Neuron in Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	Neuron in Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	KIBR; Stanford University
uuid:80ef56cd-0779-511c-9303-7da9dabaa07e	biolink:AnatomicalEntity	Neuron in White Matter Watershed Area supplied by the Anterior Cerebral Artery	Neuron in White Matter Watershed Area supplied by the Anterior Cerebral Artery	KIBR; Stanford University
uuid:baf3dd0d-2f97-5e75-8cfe-baac6445eb1f	biolink:AnatomicalEntity	Oligodendrocyte in Amygdala	Oligodendrocyte in Amygdala	KIBR; Stanford University
uuid:a6be93c5-03d5-5542-a58b-629bacc57a67	biolink:AnatomicalEntity	Oligodendrocyte in Anterior Cerebral Artery	Oligodendrocyte in Anterior Cerebral Artery	KIBR; Stanford University
uuid:31c08101-5439-5583-834e-c7093ccfd8f6	biolink:AnatomicalEntity	Oligodendrocyte in Anterior Cingulate Cortex	Oligodendrocyte in Anterior Cingulate Cortex	KIBR; Stanford University
uuid:1410a756-bc13-5688-8230-57488c3607fe	biolink:AnatomicalEntity	Oligodendrocyte in Basilar Artery / Circle of Willis	Oligodendrocyte in Basilar Artery / Circle of Willis	KIBR; Stanford University
uuid:52bf3d3a-18ad-55df-8b4a-6a71a90eadcf	biolink:AnatomicalEntity	Oligodendrocyte in Caudate and Putamen	Oligodendrocyte in Caudate and Putamen	KIBR; Stanford University
uuid:04dd1d4a-1e83-5e7f-85d7-63e0d7b89a0d	biolink:AnatomicalEntity	Oligodendrocyte in Cerebellum	Oligodendrocyte in Cerebellum	KIBR; Stanford University
uuid:37ad2926-5d98-5c67-95e4-6aab38f75cd5	biolink:AnatomicalEntity	Oligodendrocyte in Cingulum Bundle	Oligodendrocyte in Cingulum Bundle	KIBR; Stanford University
uuid:5a0f5036-9d05-5602-abe6-41a7dff8fddf	biolink:AnatomicalEntity	Oligodendrocyte in Corpus Callosum	Oligodendrocyte in Corpus Callosum	KIBR; Stanford University
uuid:338a51c6-efc4-5202-897f-1426b99f776c	biolink:AnatomicalEntity	Oligodendrocyte in Cuneus	Oligodendrocyte in Cuneus	KIBR; Stanford University
uuid:595fe47d-1936-5ea1-b89f-11c7efc95eb1	biolink:AnatomicalEntity	Oligodendrocyte in Dorsolateral Prefrontal Cortex	Oligodendrocyte in Dorsolateral Prefrontal Cortex	KIBR; Stanford University
uuid:e2cb1a52-4553-5e96-b6cf-9348d87d66bb	biolink:AnatomicalEntity	Oligodendrocyte in Entorhinal Cortex	Oligodendrocyte in Entorhinal Cortex	KIBR; Stanford University
uuid:10249a5d-dd04-5695-938f-a2ea1c514e58	biolink:AnatomicalEntity	Oligodendrocyte in Fornix	Oligodendrocyte in Fornix	KIBR; Stanford University
uuid:e4e391bd-e7e4-566f-a0cf-a8aa9c819e18	biolink:AnatomicalEntity	Oligodendrocyte in Fusiform Gyrus	Oligodendrocyte in Fusiform Gyrus	KIBR; Stanford University
uuid:e9ffe054-8b6b-5bf9-90e2-4cc6692aaf3c	biolink:AnatomicalEntity	Oligodendrocyte in Hippocampus and Entorhinal Cortex	Oligodendrocyte in Hippocampus and Entorhinal Cortex	KIBR; Stanford University
uuid:0c56f34b-5bfe-5993-9d61-7f765d15b45b	biolink:AnatomicalEntity	Oligodendrocyte in Inferior Frontal Gyrus	Oligodendrocyte in Inferior Frontal Gyrus	KIBR; Stanford University
uuid:abf72cc1-5ad9-56a9-ab3a-2b59148d3e87	biolink:AnatomicalEntity	Oligodendrocyte in Inferior Parietal Lobule / Supramarginal Gyrus	Oligodendrocyte in Inferior Parietal Lobule / Supramarginal Gyrus	KIBR; Stanford University
uuid:f25f5f0c-3479-55a4-8f60-2768635d5b67	biolink:AnatomicalEntity	Oligodendrocyte in Inferior Temporal Gyrus	Oligodendrocyte in Inferior Temporal Gyrus	KIBR; Stanford University
uuid:40fa38c6-8fa5-505e-aa1c-b47bed87004a	biolink:AnatomicalEntity	Oligodendrocyte in Insular Cortex	Oligodendrocyte in Insular Cortex	KIBR; Stanford University
uuid:d61a51ff-580c-5b9d-b902-dcb9439a98b7	biolink:AnatomicalEntity	Oligodendrocyte in Lateral Occipital Cortex	Oligodendrocyte in Lateral Occipital Cortex	KIBR; Stanford University
uuid:5406c917-cfbb-5fa9-9c46-e8b185d058ac	biolink:AnatomicalEntity	Oligodendrocyte in Lateral Temporal Gyrus	Oligodendrocyte in Lateral Temporal Gyrus	KIBR; Stanford University
uuid:fc82071a-348b-555b-a1a7-d3db02df5048	biolink:AnatomicalEntity	Oligodendrocyte in Leptomeninges	Oligodendrocyte in Leptomeninges	KIBR; Stanford University
uuid:4ca756b8-afa7-5f72-bfad-ea94d00ecd15	biolink:AnatomicalEntity	Oligodendrocyte in Lingual Gyrus	Oligodendrocyte in Lingual Gyrus	KIBR; Stanford University
uuid:1b560fad-92c0-5c79-95b4-619b97174cf6	biolink:AnatomicalEntity	Oligodendrocyte in Midbrain	Oligodendrocyte in Midbrain	KIBR; Stanford University
